PixNum  Edges.x  Edges.y  Long  Lat
844  844  200  45.0837  16.4045
845  845  201  45.1984  16.2898
846  846  201  45.3131  16.2898
847  847  201  45.4279  16.2898
848  848  201  45.5426  16.2898
849  849  201  45.6573  16.2898
850  850  201  45.772  16.2898
851  851  201  45.8867  16.2898
852  852  201  46.0014  16.2898
853  853  201  46.1162  16.2898
854  854  201  46.2309  16.2898
855  855  201  46.3456  16.2898
856  856  201  46.4603  16.2898
857  857  201  46.575  16.2898
858  858  200  46.6897  16.4045
859  859  200  46.8045  16.4045
860  860  201  46.9192  16.2898
861  861  201  47.0339  16.2898
862  862  201  47.1486  16.2898
863  863  201  47.2633  16.2898
864  864  201  47.378  16.2898
865  865  201  47.4928  16.2898
866  866  201  47.6075  16.2898
867  867  201  47.7222  16.2898
868  868  201  47.8369  16.2898
869  869  201  47.9516  16.2898
870  870  201  48.0663  16.2898
871  871  201  48.1811  16.2898
872  872  201  48.2958  16.2898
873  873  201  48.4105  16.2898
874  874  201  48.5252  16.2898
875  875  201  48.6399  16.2898
876  876  201  48.7546  16.2898
877  877  201  48.8694  16.2898
878  878  201  48.9841  16.2898
879  879  201  49.0988  16.2898
880  880  201  49.2135  16.2898
881  881  201  49.3282  16.2898
882  882  201  49.4429  16.2898
883  883  201  49.5577  16.2898
884  884  201  49.6724  16.2898
885  885  201  49.7871  16.2898
886  886  201  49.9018  16.2898
887  887  201  50.0165  16.2898
888  888  201  50.1312  16.2898
889  889  201  50.246  16.2898
890  890  201  50.3607  16.2898
891  891  201  50.4754  16.2898
892  892  201  50.5901  16.2898
893  893  201  50.7048  16.2898
894  894  201  50.8195  16.2898
895  895  201  50.9343  16.2898
896  896  201  51.049  16.2898
897  897  201  51.1637  16.2898
898  898  201  51.2784  16.2898
899  899  201  51.3931  16.2898
900  900  201  51.5078  16.2898
901  0  0  -51.7373  39.3479
